NAME,TYPE,DESCRIPTION,PATH,HEIGHT,.MANF,.MANF_P#,.PARAM,.PARAM2,.VALUE,https://github.com/chilaboard/Altium-Library/raw/refs/heads/main/
HDRMINIS_F_1X9,PCBLIB,mini header (50mil pitch),AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_F_2X2,PCBLIB,"HEADER FEMALE, SMT, 4, 1.27mm",AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_F_2X3,PCBLIB,"HEADER FEMALE, SMT, 8, 1.27mm",AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_F_2X4,PCBLIB,"HEADER FEMALE, SMT, 8, 1.27mm",AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_F_2X5,PCBLIB,"HEADER FEMALE, SMT, 12, 1.27mm",AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_F_2X6,PCBLIB,"HEADER FEMALE, SMT, 12, 1.27mm",AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_F_2X7,PCBLIB,"HEADER FEMALE, SMT, 16, 1.27mm",AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_F_2X8,PCBLIB,"HEADER FEMALE, SMT, 16, 1.27mm",AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_F_2X9,PCBLIB,"HEADER FEMALE, SMT, 20, 1.27mm",AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_M_1X2,PCBLIB,mini header (50mil pitch),AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_M_1X3,PCBLIB,mini header (50mil pitch),AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_M_1X4,PCBLIB,mini header (50mil pitch),AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_M_1X5,PCBLIB,mini header (50mil pitch),AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_M_1X6,PCBLIB,mini header (50mil pitch),AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_M_1X7,PCBLIB,mini header (50mil pitch),AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_M_1X8,PCBLIB,mini header (50mil pitch),AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_M_1X9,PCBLIB,mini header (50mil pitch),AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_M_2X2,PCBLIB,"FCI Minitek127® BTB, HEADER UNSHROUDED, SMT, 4, 1.27mm",AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_M_2X3,PCBLIB,"FCI Minitek127® BTB, HEADER UNSHROUDED, SMT, 6, 1.27mm",AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_M_2X4,PCBLIB,"FCI Minitek127® BTB, HEADER UNSHROUDED, SMT, 8, 1.27mm",AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_M_2X5,PCBLIB,"FCI Minitek127® BTB, HEADER UNSHROUDED, SMT, 10, 1.27mm",AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_M_2X6,PCBLIB,"FCI Minitek127® BTB, HEADER UNSHROUDED, SMT, 12, 1.27mm",AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_M_2X7,PCBLIB,"FCI Minitek127® BTB, HEADER UNSHROUDED, SMT, 14, 1.27mm",AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_M_2X8,PCBLIB,"FCI Minitek127® BTB, HEADER UNSHROUDED, SMT, 16, 1.27mm",AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_M_2X9,PCBLIB,"FCI Minitek127® BTB, HEADER UNSHROUDED, SMT, 18, 1.27mm",AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_F_1X10,PCBLIB,mini header (50mil pitch),AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_F_1X11,PCBLIB,mini header (50mil pitch),AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_F_1X12,PCBLIB,mini header (50mil pitch),AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_F_1X13,PCBLIB,mini header (50mil pitch),AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_F_1X14,PCBLIB,mini header (50mil pitch),AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_F_1X15,PCBLIB,mini header (50mil pitch),AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_F_1X16,PCBLIB,mini header (50mil pitch),AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_F_1X17,PCBLIB,mini header (50mil pitch),AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_F_1X18,PCBLIB,mini header (50mil pitch),AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_F_1X19,PCBLIB,mini header (50mil pitch),AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_F_1X20,PCBLIB,mini header (50mil pitch),AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_F_1X21,PCBLIB,mini header (50mil pitch),AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_F_1X22,PCBLIB,mini header (50mil pitch),AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_F_1X23,PCBLIB,mini header (50mil pitch),AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_F_1X24,PCBLIB,mini header (50mil pitch),AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_F_1X25,PCBLIB,mini header (50mil pitch),AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_F_1X26,PCBLIB,mini header (50mil pitch),AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_F_1X27,PCBLIB,mini header (50mil pitch),AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_F_1X28,PCBLIB,mini header (50mil pitch),AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_F_1X29,PCBLIB,mini header (50mil pitch),AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_F_1X30,PCBLIB,mini header (50mil pitch),AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_F_1X31,PCBLIB,mini header (50mil pitch),AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_F_1X32,PCBLIB,mini header (50mil pitch),AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_F_1X33,PCBLIB,mini header (50mil pitch),AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_F_1X34,PCBLIB,mini header (50mil pitch),AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_F_1X35,PCBLIB,mini header (50mil pitch),AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_F_1X36,PCBLIB,mini header (50mil pitch),AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_F_1X37,PCBLIB,mini header (50mil pitch),AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_F_1X38,PCBLIB,mini header (50mil pitch),AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_F_1X39,PCBLIB,mini header (50mil pitch),AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_F_1X40,PCBLIB,mini header (50mil pitch),AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_F_2X10,PCBLIB,"HEADER FEMALE, SMT, 20, 1.27mm",AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_F_2X11,PCBLIB,"HEADER FEMALE, SMT, 20, 1.27mm",AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_F_2X12,PCBLIB,"HEADER FEMALE, SMT, 1.27mm",AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_F_2X13,PCBLIB,"HEADER FEMALE, SMT, 1.27mm",AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_F_2X14,PCBLIB,"HEADER FEMALE, SMT, 1.27mm",AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_F_2X15,PCBLIB,"HEADER FEMALE, SMT, 1.27mm",AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_F_2X16,PCBLIB,"HEADER FEMALE, SMT, 1.27mm",AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_F_2X17,PCBLIB,"HEADER FEMALE, SMT, 1.27mm",AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_F_2X18,PCBLIB,"HEADER FEMALE, SMT, 1.27mm",AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_F_2X19,PCBLIB,"HEADER FEMALE, SMT, 1.27mm",AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_F_2X20,PCBLIB,"HEADER FEMALE, SMT, 1.27mm",AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_F_2X25,PCBLIB,"HEADER FEMALE, SMT, 1.27mm",AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_M_1X10,PCBLIB,mini header (50mil pitch),AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_M_1X11,PCBLIB,mini header (50mil pitch),AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_M_1X12,PCBLIB,mini header (50mil pitch),AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_M_1X13,PCBLIB,mini header (50mil pitch),AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_M_1X14,PCBLIB,mini header (50mil pitch),AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_M_1X15,PCBLIB,mini header (50mil pitch),AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_M_1X16,PCBLIB,mini header (50mil pitch),AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_M_1X17,PCBLIB,mini header (50mil pitch),AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_M_1X18,PCBLIB,mini header (50mil pitch),AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_M_1X19,PCBLIB,mini header (50mil pitch),AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_M_1X20,PCBLIB,mini header (50mil pitch),AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_M_1X21,PCBLIB,mini header (50mil pitch),AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_M_1X22,PCBLIB,mini header (50mil pitch),AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_M_1X23,PCBLIB,mini header (50mil pitch),AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_M_1X24,PCBLIB,mini header (50mil pitch),AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_M_1X25,PCBLIB,mini header (50mil pitch),AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_M_1X26,PCBLIB,mini header (50mil pitch),AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_M_1X27,PCBLIB,mini header (50mil pitch),AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_M_1X28,PCBLIB,mini header (50mil pitch),AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_M_1X29,PCBLIB,mini header (50mil pitch),AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_M_1X30,PCBLIB,mini header (50mil pitch),AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_M_1X31,PCBLIB,mini header (50mil pitch),AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_M_1X32,PCBLIB,mini header (50mil pitch),AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_M_1X33,PCBLIB,mini header (50mil pitch),AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_M_1X34,PCBLIB,mini header (50mil pitch),AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_M_1X35,PCBLIB,mini header (50mil pitch),AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_M_1X36,PCBLIB,mini header (50mil pitch),AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_M_1X37,PCBLIB,mini header (50mil pitch),AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_M_1X38,PCBLIB,mini header (50mil pitch),AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_M_1X39,PCBLIB,mini header (50mil pitch),AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_M_1X40,PCBLIB,mini header (50mil pitch),AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_M_2X10,PCBLIB,"FCI Minitek127® BTB, HEADER UNSHROUDED, SMT, 20   Part Number: 2002112100020D4LF",AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_M_2X11,PCBLIB,"FCI Minitek127® BTB, HEADER UNSHROUDED, SMT, 22   Part Number: 2002112100020D4LF",AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_M_2X12,PCBLIB,"FCI Minitek127® BTB, HEADER UNSHROUDED, SMT, 24",AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_M_2X13,PCBLIB,"FCI Minitek127® BTB, HEADER UNSHROUDED, SMT",AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_M_2X14,PCBLIB,"FCI Minitek127® BTB, HEADER UNSHROUDED, SMT",AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_M_2X15,PCBLIB,"FCI Minitek127® BTB, HEADER UNSHROUDED, SMT",AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_M_2X16,PCBLIB,"FCI Minitek127® BTB, HEADER UNSHROUDED, SMT",AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_M_2X17,PCBLIB,"FCI Minitek127® BTB, HEADER UNSHROUDED, SMT",AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_M_2X18,PCBLIB,"FCI Minitek127® BTB, HEADER UNSHROUDED, SMT",AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_M_2X19,PCBLIB,"FCI Minitek127® BTB, HEADER UNSHROUDED, SMT",AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_M_2X20,PCBLIB,"FCI Minitek127® BTB, HEADER UNSHROUDED, SMT",AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINIS_M_2X25,PCBLIB,"FCI Minitek127® BTB, HEADER UNSHROUDED, SMT",AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMD.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDRMINS_M_1X10_E,PCBLIB,mini header (50mil pitch),AltiumPCBLIB/CONN_HDR_1.27MM_ST_SMDE.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
IDC2_2X5,PCBLIB,Connector; Header; 2mm Pitch,AltiumPCBLIB/CONN_HDR_2.00MM_BOX_IDC.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
IDC2_2X7,PCBLIB,Connector; Header; 2mm Pitch,AltiumPCBLIB/CONN_HDR_2.00MM_BOX_IDC.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
IDC2S_2X7,PCBLIB,MOLEX 87832-1420,AltiumPCBLIB/CONN_HDR_2.00MM_BOX_IDC.PcbLib,27.559 mil,,,,,,7/15/2024 8:38:38 AM
IDC2_2X7C,PCBLIB,"2.00mm Male Box Header, 14p, compact, 878311420, mating 875681443",AltiumPCBLIB/CONN_HDR_2.00MM_BOX_IDC.PcbLib,220.472 mil,,,,,,7/15/2024 8:38:38 AM
HDR2_F_2X2,PCBLIB,Connector; Header; 2mm Pitch,AltiumPCBLIB/CONN_HDR_2.00MM_ST.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDR2_F_2X3,PCBLIB,Connector; Header; 2mm Pitch,AltiumPCBLIB/CONN_HDR_2.00MM_ST.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDR2_F_2X4,PCBLIB,Connector; Header; 2mm Pitch,AltiumPCBLIB/CONN_HDR_2.00MM_ST.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDR2_F_2X5,PCBLIB,Connector; Header; 2mm Pitch,AltiumPCBLIB/CONN_HDR_2.00MM_ST.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDR2_F_2X6,PCBLIB,Connector; Header; 2mm Pitch,AltiumPCBLIB/CONN_HDR_2.00MM_ST.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDR2_F_2X7,PCBLIB,Connector; Header; 2mm Pitch,AltiumPCBLIB/CONN_HDR_2.00MM_ST.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDR2_F_2X8,PCBLIB,Connector; Header; 2mm Pitch,AltiumPCBLIB/CONN_HDR_2.00MM_ST.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDR2_F_2X9,PCBLIB,Connector; Header; 2mm Pitch,AltiumPCBLIB/CONN_HDR_2.00MM_ST.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDR2_M_1X5,PCBLIB,Connector; Header; 2mm Pitch,AltiumPCBLIB/CONN_HDR_2.00MM_ST.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDR2_M_2X2,PCBLIB,Connector; Header; 2mm Pitch,AltiumPCBLIB/CONN_HDR_2.00MM_ST.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDR2_M_2X3,PCBLIB,Connector; Header; 2mm Pitch,AltiumPCBLIB/CONN_HDR_2.00MM_ST.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDR2_M_2X4,PCBLIB,Connector; Header; 2mm Pitch,AltiumPCBLIB/CONN_HDR_2.00MM_ST.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDR2_M_2X5,PCBLIB,Connector; Header; 2mm Pitch,AltiumPCBLIB/CONN_HDR_2.00MM_ST.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDR2_M_2X6,PCBLIB,Connector; Header; 2mm Pitch,AltiumPCBLIB/CONN_HDR_2.00MM_ST.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDR2_M_2X7,PCBLIB,Connector; Header; 2mm Pitch,AltiumPCBLIB/CONN_HDR_2.00MM_ST.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDR2_M_2X8,PCBLIB,Connector; Header; 2mm Pitch,AltiumPCBLIB/CONN_HDR_2.00MM_ST.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDR2_M_2X9,PCBLIB,Connector; Header; 2mm Pitch,AltiumPCBLIB/CONN_HDR_2.00MM_ST.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDR2_F_2X10,PCBLIB,Connector; Header; 2mm Pitch,AltiumPCBLIB/CONN_HDR_2.00MM_ST.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDR2_F_2X11,PCBLIB,Connector; Header; 2mm Pitch,AltiumPCBLIB/CONN_HDR_2.00MM_ST.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDR2_F_2X12,PCBLIB,Connector; Header; 2mm Pitch,AltiumPCBLIB/CONN_HDR_2.00MM_ST.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
HDR2_F_2X13,PCBLIB,Connector; Header; 2mm Pitch,AltiumPCBLIB/CONN_HDR_2.00MM_ST.PcbLib,0 mil,,,,,,7/15/2024 8:38:38 AM
